Локация,Размещение,Площадь,Торг площадь,Тип ТО,Кол-во стеллажей,Режим работы,Дата открытия,ТО,Статус,Трафик,Конверсия,Количество чеков,Средний чек,Оборачиваемость проды,Оборачиваемость непроды,Оборачиваемость,ПРОМО шт,РЕГ шт,"Доля ПРОМО, %","Доля РЕГ, %",Доля РЕГУЛЯР/ПРОМО,Проды,Скоропорт,Непроды,Прочее/ТМЦ,Выручка б/НДС,"Доля ТО в выручке, %",Проды.1,Скоропорт.1,Непроды.1,Прочее/ТМЦ.1,Себестоимость б/ндс,Проды.2,% списаний,Скоропорт.2,% списаний.1,Непроды.2,% списаний.2,% списаний total,% маржи проды,% маржи непроды,% маржи,Проды маржа,Непроды маржа,Марж прибыль,ФОТ,"Доля ФОТ в выручке, %",Расходы на реализацию без логистики и аренды,Логистика,Аренда,Расходы на реализацию total,Прочие доходы и расходы,Операционные расходы total,Рентабельность 1,Месяц,Проды скоропорт маржа,Операционные расходы,% маржи прочее,Прочее маржа,Unnamed: 27
Жилой дом,1.0,200.0,134.9,тип 4,56,9:00-21:00,2025-06-10 00:00:00,"ФМ_32 г.Клинцы, проспект Ленина, 20",перенос,5814,0.5111799105607155,2972,307.1628532974428,83.64627574639677,167.7434569194653,125.69486633293104,5016.0,6953.1810000000005,0.4190762926886977,0.5809237073113023,58% / 42%,157601.7,54884.869999999995,532292.4600000003,6188.4,750967.4300000003,0.011556940426865947,122292.32000000011,48233.39,276819.65,4012.9300000000003,451358.2900000001,3795.4799999999996,0.024082735148161467,15272.0,0.2782551912758471,0.0,0.0,0.025390555220217728,0.19747535103041994,0.47994820366232527,0.39606733676852013,35309.3799999999,255472.8100000003,297433.67000000016,334006.78,0.44201741812359296,233358.51169651165,80040.5,233098.27,546497.2816965117,7903.35,888407.4116965117,-590973.7416965115,Февраль 26,6651.479999999996,,0.35153997802339854,2175.4699999999993,
Жилой дом,1.0,168.0,135.1,тип 3,65,9:00-21:00,2025-07-18 00:00:00,"ФМ_33 г.Великий Новгород, ул.Октябрьская, 26",,5911,0.630857722889528,3729,302.3120273531779,50.3743091196997,153.6717338355305,102.02302147761509,4664.0,8806.300000000001,0.34624321655790885,0.6537567834420911,65% / 35%,263511.6099999998,103658.95000000001,556638.9200000007,11697.59,935507.0700000005,0.01439689531795262,191447.22,86327.6,385789.47,17907.21,681471.5,560.2000000000007,0.0021259025361349397,7893.219999999999,0.0761460539586789,1227.31,0.002204858402642773,0.010348109929302827,0.2434719711732876,0.306930478379055,0.27818623540707227,72064.38999999981,170849.45000000077,260245.19000000058,350852.36,0.3727738757405185,205870.70169651165,75399.3,300360.02,581630.0216965117,4470.28,936952.6616965117,-676707.4716965111,Февраль 26,17331.350000000006,,-0.5308460973585156,-6209.619999999999,
Жилой дом,1.0,190.0,137.2,тип 4,56,9:00-21:00,2025-06-10 00:00:00,"ФМ_34 г.Псков, ул.Коммунальная,  73А",,9126,0.4693184308568924,4283,305.9090567359328,78.98135357762601,106.8507145329575,92.91603405529176,6073.0,10018.211,0.37741099784223825,0.6225890021577618,62% / 38%,201718.2400000001,104686.41999999997,761337.6500000011,15011.63,1082753.940000001,0.016662936742189195,147243.0500000001,106869.93,465469.1599999995,11716.519999999999,731298.6599999997,36.88999999999942,0.00018287885121345197,5308.55,0.05070906044929229,28.5,3.743411349747377e-05,0.004963214449258891,0.17066215637843093,0.3886166538591664,0.3215505916330364,54475.19,295868.49000000156,348160.17000000156,443665.53,0.4066266859042214,179562.96084651165,69847.89,369984.77,619395.6208465117,2228.01,1065289.1608465118,-717128.9908465103,Февраль 26,-2183.510000000024,,0.2195038113782448,3295.1100000000006,
Жилой дом,1.0,213.3,155.7,тип 2,76,9:00-21:00,2025-08-06 00:00:00,"ФМ_35 г.Иваново, ул Шубиных, д. 16В",,5321,0.5750798722044729,3060,336.536614379085,106.5013977828674,152.7789704004207,129.64018409164404,5148.0,7228.414000000001,0.4159524721781285,0.5840475278218715,58% / 42%,176423.05999999988,89956.69,581624.2800000011,7930.77,855934.800000001,0.013172325586585595,123239.12,77316.95999999999,324412.9,5348.13,530317.11,914.7599999999993,0.005185036468588629,6086.820000000001,0.06766389470310658,0.0,0.0,0.00818003894689174,0.24710463163960444,0.44222944062789227,0.37740614121542976,53183.939999999886,257211.38000000105,323035.050000001,440612.44,0.512493031640794,231748.53274651157,33602.76,226558.94,491910.2327465116,9703.820000000002,942226.4927465116,-619191.4427465106,Февраль 26,12639.73000000001,,0.32564807704674326,2582.6400000000003,
Ком.здание,1.0,214.0,165.7,тип 3,65,9:00-21:00,2025-06-30 00:00:00,"ФМ_36 г.Вязники, ул. Ленина, 26Г",перенос,3743,0.4143734971947636,1551,392.8835460992908,135.7371070192679,326.4027191748711,231.0699130970695,3460.0,4036.848,0.46152729787238583,0.5384727021276141,54% / 46%,109717.23999999998,95301.12000000001,300503.4300000001,3259.73,508781.5200000001,0.00782984385478649,84252.4500000001,80843.20999999999,177451.53,2144.42,344691.61000000004,1590.92,0.014500182469044979,8744.48,0.09175631933811479,764.61,0.0025444301916953153,0.021816849794387184,0.1947274380694485,0.4094858418088608,0.32032334822223885,25464.789999999877,123051.90000000011,162974.6,386780.01,0.7584111962337251,138828.07579651166,27475.36,193349.0,359652.43579651165,5308.55,751740.9957965116,-588766.3957965117,Февраль 26,14457.910000000018,,0.34214796931034164,1115.31,
Ком.здание,1.0,175.0,133.4,тип 4,56,8:00-20:00,2025-06-30 00:00:00,"ФМ_37 г.Собинка, ул. Димитрова, 11",,8000,0.39125,3130,367.3121757188498,56.98549010657232,183.9610972152743,120.4732936609233,5715.0,7739.719999999999,0.42475800313941875,0.5752419968605812,58% / 42%,223014.8600000001,124141.75,597236.5900000008,11039.33,955432.5300000008,0.014703536252031352,156926.13999999993,98539.97999999998,347177.3200000002,7451.45,610094.89,50.11999999999989,0.00022473838738817613,1893.19,0.015250228065900474,0.0,0.0,0.0020339583790390707,0.2641185198806964,0.41869382115385845,0.35769114957808745,66088.72000000018,250059.2700000006,341749.7600000008,348127.48000000004,0.3625133397450401,176157.1287965116,27214.8,188343.69999999998,391715.62879651156,7905.59,747748.6987965116,-405998.9387965108,Февраль 26,25601.77000000002,,0.32500885470404456,3587.88,
ТЦ/рынок,1.0,217.0,174.5,тип 3,65,8:00-20:00,2025-07-04 00:00:00,"ФМ_38 г.Владимир, ул. Батурина, 14",,13299,0.3743138581848259,4978,263.557380474086,99.5571919597715,137.049362500175,118.30327722997325,5877.0,9261.079,0.3882262736242822,0.6117737263757178,61% / 39%,296115.82,168865.52999999997,619099.42,4337.55,1088418.32,0.01675010816880502,212920.1299999999,133059.16999999998,390542.6099999998,2439.04,738960.9499999997,825.7999999999993,0.0027887736629539053,25279.54,0.1497021920340996,414.07,0.0006688263413330285,0.024365089701907993,0.25592865176205476,0.3691762625137013,0.3193247059641557,83195.69000000012,228556.81000000023,347558.86000000034,260088.56999999998,0.23671988586851417,252127.6831465116,13907.64,186233.40999999997,452268.7331465116,7914.44,720271.7431465116,-372712.8831465113,Февраль 26,35806.359999999986,,0.43769178453274316,1898.5100000000002,
Ком.здание,1.0,219.0,181.7,тип 2,76,9:00-21:00,2025-08-26 00:00:00,"ФМ_39 г.Торжок, ул. Дзержинского, 65",,-,-,3796,344.8452976817703,72.80581767321547,93.27775596562404,83.04178681941976,6408.0,8349.942,0.4342068833174707,0.5657931166825293,57% / 43%,256310.77000000014,67211.91999999998,738790.5200000012,16505.79,1078819.0000000014,0.01660238036471316,177296.4100000001,52040.130000000005,500250.3399999997,12746.88,742333.7599999998,1017.8599999999997,0.003971194811673341,5526.51,0.08222514696797832,0.0,0.0,0.006066235392591335,0.2911268758305638,0.32287931902537287,0.308417195099457,79014.36000000004,238540.1800000015,332726.33000000153,422502.45,0.3880391594909305,157908.8881965116,55014.76,354701.19,567624.8381965116,0.0,990127.2881965116,-657400.9581965101,Февраль 26,15171.789999999979,,0.22773281375808135,3758.9100000000017,
ТЦ,1.0,170.0,132.8,тип 3,65,9:00-21:00,2025-07-28 00:00:00,"ФМ_40 г.Псков, ул. Коммунальная, 41",,8257,0.5017560857454281,4143,292.9891093410572,80.31531517081248,101.7095738970546,91.01244453393355,5779.0,8748.867999999999,0.3977872045643587,0.6022127954356413,60% / 40%,195617.2300000001,59250.78000000001,733270.5900000015,17172.199999999997,1005310.8000000016,0.015471133050450616,135649.61,52827.44,449336.6399999996,12927.5,650741.1899999996,0.0,0.0,4301.35,0.07259566878275694,1731.13,0.002360833808976297,0.006000611950055636,0.2604915383456719,0.38721578892179664,0.3484742330431559,59967.62000000011,283933.9500000019,350324.910000002,380635.46,0.3772678427373385,312069.57129651157,78662.25,361189.65,751921.4712965116,4064.8900000000003,1136621.8212965117,-786296.9112965097,Февраль 26,6423.340000000011,,0.24718440269738284,4244.699999999997,
Жилой дом,1.0,214.0,160.6,тип 3,65,9:00-21:00,2025-08-26 00:00:00,"ФМ_41 г.Владимир, ул.Горького, 56",,7914,0.6130907252969421,4852,308.2347279472383,39.35031635151751,103.3998609495261,71.3750886505218,6443.0,11727.844999999998,0.3545789972893391,0.6454210027106609,65% / 35%,313248.6699999997,147505.48,777476.3900000016,4517.290000000001,1242747.8300000015,0.019125147194368922,225122.5999999998,113826.18,454962.2000000002,2355.9700000000003,796266.95,196.50999999999976,0.0006273290801202762,1701.1000000000001,0.011532452895987323,406.52,0.0005228711832651267,0.0018540607711220042,0.2643608744489876,0.4148218443006363,0.35752994233753826,88126.06999999989,322514.19000000146,444319.56000000134,456884.01,0.3656864031139995,245487.04944651158,50291.35,319217.94,614996.3394465116,2997.42,1074877.7694465118,-630558.2094465104,Февраль 26,33679.30000000002,,0.47845500288890025,2161.3200000000006,
Ком.здание,1.0,190.0,163.1,тип 3,65,8:00-20:00,2025-08-16 00:00:00,"ФМ_42 г. Владимир, ул Сперанского, д. 11",,8716,0.5489903625516291,4785,313.3975736677116,54.19292981679862,119.1164476386825,86.65468872774056,6260.0,11491.688000000002,0.35264252053100525,0.6473574794689948,65% / 35%,313312.8300000002,205111.75,717922.5400000016,11416.240000000002,1247763.3600000017,0.01920233320684241,219511.3499999999,162066.15,442109.6699999998,8498.34,832185.5099999997,0.0,0.0,113.47,0.000553210627865054,0.0,0.0,9.093871773891473e-05,0.26396719075318587,0.38418193416799695,0.33071972076500267,93801.4800000003,275812.87000000174,412659.95000000205,282044.85,0.22439791261974287,176257.1583465116,17467.93,323055.63,516780.7183465116,1474.69,800300.2583465115,-387640.30834650947,Февраль 26,43045.600000000006,,0.2555920338044751,2917.9000000000015,
Жилой дом,1.0,250.0,206.5,тип 2,76,9:00-21:00,2025-10-17 00:00:00,"ФМ_44 г. Владимир, ул.Фоминская, д.1",,4504,0.6369893428063942,2869,361.726821192053,83.28542571462523,205.7586206896552,144.52202320214022,4720.0,7612.103999999999,0.3827408526557999,0.6172591473442002,62% / 38%,215267.77000000008,128875.32,517250.1100000007,4228.110000000001,865621.3100000008,0.013321395192725821,152862.46000000002,104672.80999999997,359824.4300000003,2494.04,619853.7400000003,65.88000000000011,0.00030603745279658023,3071.97,0.02383675943539849,111.19,0.00021496370488930365,0.0037534196102450355,0.2516622373559791,0.30435117742169293,0.28191715843964177,62405.310000000056,157425.6800000004,244033.5000000005,363882.30999999994,0.4179681156032647,192869.08345,27654.84,200786.44,421310.36345,3763.12,788955.79345,-544922.2934499995,Февраль 26,24202.51000000004,,0.41012887554959554,1734.0700000000006,
Ком.здание,1.0,269.0,174.1,тип 2,76,9:00-21:00,2025-09-09 00:00:00,"ФМ_45 г. Кинешма, ул Щорса, д. 62а, Ивановская обл",перенос,-,-,2017,319.1063163113535,117.0032752942338,251.2257884415412,184.1145318678875,3878.0,4690.636999999999,0.4525807313345169,0.5474192686654832,55% / 45%,109930.88999999998,89112.16,334944.9899999999,2272.66,536260.6999999998,0.008252732030161983,79490.7400000001,78557.5,206796.2499999999,1349.92,366194.41,2899.8,0.026378391005476263,5366.78,0.06022500184037734,180.45,0.0005387451832015761,0.015751722995923444,0.20595951478838315,0.3825963779903082,0.3154129139054939,30440.149999999878,128148.73999999996,169143.54999999984,330400.88,0.6123496207519841,156607.5273465116,32147.5,148596.01,337351.0373465116,14804.14,682556.0573465116,-513412.5073465118,Февраль 26,10554.660000000003,,0.40601761812149634,922.7399999999998,
Ком.здание в Жилом доме,1.0,300.0,300.7,тип 1,86,9:00-21:00,2025-08-31 00:00:00,"ФМ_46 г.Тутаев, проспект 50-летия Победы, 6К",,4725,0.6865608465608466,3244,328.3764272503083,102.9617485710741,172.9777529207059,137.96975074589,5722.0,6735.596,0.4593181541607225,0.5406818458392775,54% / 46%,164677.16,93346.79000000001,612879.3100000013,4845.4,875748.6600000014,0.013477249063288527,118240.08,80850.77999999998,389034.7900000002,2672.72,590798.3700000001,3889.6500000000005,0.023619851107463844,7394.5199999999995,0.07921557881101213,0.0,0.0,0.012885169587356242,0.22840162705826347,0.36523425794876424,0.32289813609306656,46437.08,223844.52000000112,282777.61000000115,398136.99000000005,0.44910567408711854,204345.75204651168,55995.0,267992.84,528333.5920465117,8592.07,935062.6520465116,-652285.0420465105,Февраль 26,12496.010000000024,,0.4484005448466587,2172.68,
Ком.здание,1.0,190.0,164.1,тип 2,76,9:00-21:00,2025-08-30 00:00:00,"ФМ_47 г.Волхов, проспект Державина, 32",перенос,3579,0.5861972618049734,2098,426.0935367016206,99.04186801703244,239.3724716197074,169.20716981836992,3978.0,5850.155999999999,0.40475548007174494,0.5952445199282551,60% / 40%,192414.05000000005,109366.09999999998,433773.0600000002,6318.85,741872.0600000002,0.011416968112420425,131655.59000000003,94509.83,243883.2000000001,4268.8,474317.4200000001,2969.620000000001,0.015433488354930422,8596.25,0.07860068156403129,886.77,0.002044317828313265,0.01678542793483825,0.25056230504226334,0.4377631473932475,0.3578846061408486,60758.46000000002,189889.86000000007,265504.5900000001,389756.47000000003,0.520246024031537,191591.81529651157,83008.27,261032.09000000003,535632.1752965116,6971.49,932360.1352965117,-666855.5452965116,Февраль 26,14856.269999999975,,0.32443403467403087,2050.05,
Жилой дом,1.0,168.4,137.2,тип 4,56,-,2025-12-15 00:00:00,"ФМ_48 г.Вышний Волочек, пр-кт Казанский, д.126",,3946,0.5955397871262037,2350,406.9838382978723,80.70681133565034,162.0265594864773,121.36668541106383,5536.0,6606.642,0.455913960075575,0.5440860399244251,54% / 46%,177761.82000000012,89298.05,513169.3400000008,12604.51,792833.7200000009,0.012201237636165556,142742.76,74931.66,373754.5199999996,9090.25,600519.1899999996,407.9500000000003,0.0022949247481827088,3440.41,0.03852726907250494,351.75,0.0006854462505495739,0.005297592539328418,0.18492276656915954,0.27167410274355236,0.23813350168809808,35019.060000000114,139414.82000000117,188800.2700000013,356362.45999999996,0.4468712152155965,274185.5841999999,64691.23,216302.84999999998,555179.6641999999,786.37,912328.4941999998,-723528.2241999985,Февраль 26,14366.39,,0.2788097276292375,3514.26,
Жилой дом,1.0,252.0,170.2,тип 2,76,9:00-21:00,2025-09-09 00:00:00,"ФМ_49 г. Десногорск, 2-й микрорайон, строение 24",,4609,0.6159687567802128,2839,383.0909475167312,76.22038311989733,157.2242389321041,116.72231102600071,5614.0,7510.278,0.4277568640347301,0.5722431359652699,57% / 43%,197073.32999999996,109257.53000000003,584535.5200000007,13074.149999999998,903940.5300000007,0.013911105112294464,145634.4000000001,88115.98999999999,361484.3600000003,9467.94,604702.6900000003,131.76,0.0006685836180877443,0.0,0.0,3153.09,0.005394180322865574,0.0036339226873697075,0.23693489451242322,0.38158700774933263,0.32704765434071215,51438.92999999985,223051.16000000044,295631.63000000035,375333.56,0.41358161687975276,230279.3927465116,75501.75,231815.87,537597.0127465116,0.0,912930.5727465115,-617298.9427465112,Февраль 26,21141.540000000037,,0.27582749165337694,3606.2099999999973,
Жилой дом,1.0,200.2,161.5,??,??,9:00-21:00,2025-12-14 00:00:00,"ФМ_50 г.Псков, пр-кт Октябрьский, д.54",,10132,0.4440386893012239,4499,331.979188708602,40.80360420442472,99.41047595809025,70.10704008125748,5692.0,11655.565999999999,0.32811519495011576,0.6718848050498842,67% / 33%,316781.0500000002,135394.49,776363.0800000008,13678.220000000001,1242216.840000001,0.01911697557526519,211945.38999999972,102876.19,557541.5599999994,8709.69,881072.829999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3037624724238742,0.28185461884663704,0.28672568953420535,104835.6600000005,218821.52000000142,356175.4800000019,459179.93000000005,0.36906778878037766,247781.88569999996,94913.84,364648.12,707343.8457,10062.09,1176585.8657,-820410.3856999981,Февраль 26,32518.29999999999,,0.3632439016187779,4968.530000000001,
Ком.здание,1.0,228.0,187.7,тип 1,86,9:00-21:00,2025-10-20 00:00:00,"ФМ_51 г.Рыбинск, ул.Гагарина, д.13, Ярославская об",,6201,0.4841154652475407,3002,313.5210726182544,70.53491577678075,193.9867660617509,132.26084091926583,4623.0,6071.299999999999,0.4322863581534089,0.5677136418465911,57% / 43%,171821.83,93514.98000000001,512767.2500000005,4772.41,782876.4700000006,0.012048001503054677,119403.09000000001,75062.14,365555.5699999999,2130.88,562151.6799999999,1187.17,0.006909308322464032,5399.09,0.05773502812062837,0.0,0.0,0.008412898142155168,0.2671004449024619,0.28709259415456134,0.2785666300585078,52418.739999999976,147211.68000000063,218083.26000000062,396554.89,0.5031426456582535,151016.0319465117,84156.05,297258.18,532430.2619465117,-66701.89,862283.2619465117,-644200.0019465111,Февраль 26,18452.84000000001,,0.5535002231576918,2641.5299999999997,
Жилой дом,1.0,228.1,185.7,тип 2,76,9:00-21:00,2025-11-25 00:00:00,"ФМ_52 г.Рыбинск, ул Кирова, д.9, к.2, Ярославская",,10548,0.3957148274554418,4174,286.4050551030188,57.02584640964515,136.179139150106,96.60249277987558,5185.0,8775.875999999998,0.3713950328045318,0.6286049671954682,63% / 37%,287486.5199999998,146528.25,556805.9600000009,6569.199999999999,997389.9300000006,0.015349235589839095,197974.73999999967,108591.86000000002,406106.5799999999,3789.1400000000003,716462.3199999996,1153.7800000000007,0.004013335999197463,4565.219999999999,0.031155903383818476,970.67,0.0017432823456128208,0.006707176199382718,0.29364938432855675,0.27064972508555896,0.27887543440507856,89511.78000000012,150699.380000001,278147.5500000011,341865.3,0.341335506333909,188889.7738,52663.84,266721.26,508274.8738,-49391.770000000004,800748.4038,-522600.8537999989,Февраль 26,37936.389999999985,,0.42319612738232953,2780.0599999999986,
Жилой дом,1.0,204.2,168.1,тип 2,76,9:00-21:00,2025-11-20 00:00:00,"ФМ_53 г.Ярославль, пр-кт Машиностроителей, д.11б",,6068,0.7437376400791035,4513,271.9976933303789,63.98571543877125,84.14048054033105,74.06309798955115,5290.0,9151.416000000001,0.3663075698394118,0.6336924301605882,63% / 37%,261681.5099999999,125930.78000000003,622387.9600000009,5507.09,1015507.3400000008,0.01562805171380749,184428.88000000024,92567.05,482062.4699999997,4924.97,763983.3699999999,1888.5700000000006,0.007217055572631025,7215.62,0.05729830308364642,1463.49,0.0023514111680438,0.010406305876627137,0.2853788769184788,0.2254630536233397,0.24710983379007453,77252.62999999966,140325.4900000012,250941.8500000009,296594.69,0.28967800199781774,197062.59294999996,31123.06,285257.66000000003,513443.31295,3704.58,813742.58295,-562800.732949999,Февраль 26,33363.730000000025,,0.1057037382719367,582.1199999999999,
Жилой дом,1.0,300.0,220.9,тип 1,86,8:00-20:00,2025-10-31 00:00:00,"ФМ_54 г.Ярославль, ул Ветеранов, д. 32, Ярославска",перенос,4100,0.5758536585365853,2361,341.3038373570521,100.3062220252208,258.009857889271,179.1580399572459,4843.0,5437.897999999999,0.4710677997194409,0.5289322002805591,53% / 47%,129454.72999999998,78532.87000000002,458944.5300000007,1725.54,668657.6700000007,0.010290242358655947,91603.44,65619.26999999999,357139.3999999998,748.74,515110.84999999974,69.28000000000065,0.0005351677764111103,7286.24,0.09277949475168802,4154.75,0.009052836951777143,0.017213995316916034,0.24407652186957304,0.22182447626078206,0.22817358843726535,37851.28999999998,101805.13000000094,152570.02000000095,513996.92000000004,0.766233354635941,173917.09385000003,44601.34,285674.15,504192.58385000005,-154630.83,863558.6738500001,-710988.6538499992,Февраль 26,12913.600000000035,,0.5660836607670642,976.8,
Жилой дом,1.0,155.0,124.2,тип 4,56,9:00-21:00,2025-08-22 00:00:00,"ФМ_55 г.Псков, пр-кт Рижский, д. 14",,4977,0.6530038175607796,3250,329.3113723076923,77.73351480420448,164.9119524608008,121.32273363250263,4869.0,7875.3009999999995,0.38205312319600737,0.6179468768039926,62% / 38%,211232.99999999988,97397.24,575961.5600000006,4520.61,889112.4100000005,0.013682909197749378,151353.2599999999,79695.29000000001,359141.4,2435.2300000000005,592625.1799999999,2634.24,0.012470778713553286,11804.23,0.12119676081170266,816.67,0.0014179244878772797,0.017157717998784867,0.25137423345165405,0.3764490116319575,0.3311188176982036,59879.73999999999,216820.16000000061,294401.8500000006,368986.65,0.41328942943128416,215979.85219651164,65023.38,315238.8,596242.0321965116,11130.550000000001,976359.2321965117,-681957.3821965111,Февраль 26,17701.949999999997,,0.46130500087377574,2085.379999999999,
Ком.здание в Жилом доме,1.0,175.0,152.0,тип 3,65,9:00-21:00,2025-08-24 00:00:00,"ФМ_56 г.Псков, Октябрьский проспект, 28",,9314,0.4685419798153317,4364,257.826906507791,53.03303556743008,143.0397371626023,98.0363863650162,4955.0,8628.823999999999,0.3647720995207241,0.6352279004792759,64% / 36%,246556.17000000016,102602.02,567911.5200000005,11401.84,928471.5500000006,0.01428862286529509,173001.6800000001,85146.91,396245.5799999998,7559.95,661954.1199999999,5028.060000000001,0.020393162337004174,10980.789999999999,0.10702313658152147,3090.77,0.005442344258133727,0.020571034190546802,0.26065434695946843,0.30227585452043754,0.2829117811956657,73554.49000000005,171665.9400000007,262675.54000000074,323706.5,0.34479086478703924,165823.3042465116,81943.38,367473.43,615240.1142465116,871.24,939817.8542465116,-677142.3142465109,Февраль 26,17455.11,,0.33695350925815487,3841.8900000000003,
Жилой дом,1.0,206.0,166.9,тип 2,76,9:00-21:00,2025-08-12 00:00:00,"ФМ_57 г Великий Новгород, пр-кт Мира, д 25 к 1",,5246,0.6157072054898971,3230,334.6117306501548,59.5686907921584,146.8743710737908,103.2215309329746,4763.0,7745.0,0.3807962903741605,0.6192037096258395,62% / 38%,202610.31999999995,99291.28000000003,589134.7300000003,5024.789999999999,896061.1200000003,0.0137898456963317,141496.32000000012,89265.12999999998,333304.9699999999,2981.76,567048.18,646.1800000000003,0.00318927486023417,12502.07,0.1259130711176248,1940.05,0.003293049791853213,0.016838471911380323,0.2356401887237427,0.4342466111274755,0.3648968833733129,61113.999999999825,255829.76000000042,326969.91000000027,475999.49,0.5271706946648652,203437.64624651166,81544.55,339652.26,624634.4562465117,3022.93,1103656.8762465117,-776686.9662465114,Февраль 26,10026.150000000052,,0.4065901261545257,2043.0299999999988,
Жилой дом,1.0,194.1,153.6,тип 3,65,9:00-21:00,2025-12-15 00:00:00,"ФМ_58 г.Брянск, ул.3 Интернационала, д.6, Брянская",перенос,4694,0.5564550489987218,2612,344.5616883614089,80.4569669556477,193.4453910201916,136.95117898791966,4494.0,6397.755999999999,0.4126056441220314,0.5873943558779686,59% / 41%,203007.86999999985,107435.30999999997,433515.2100000004,6145.05,750103.4400000003,0.011543644136560243,162651.83000000022,90496.22999999998,313926.94,3634.5299999999997,570709.5300000003,0.0,0.0,15381.22,0.1431672696807037,1295.96,0.00298942221658151,0.022233173600696984,0.1845591196430846,0.27585714927972266,0.23581199680940002,40356.03999999963,119588.27000000043,176883.39000000004,285449.91000000003,0.3801208517026843,195972.92639999997,67232.59,280782.89,543988.4064,-63949.62,765488.6964,-588605.3064,Февраль 26,16939.079999999987,,0.40854346181072576,2510.5200000000004,
Жилой дом,1.0,152.0,123.3,тип 4,53,9:00-21:00,2025-09-26 00:00:00,"ФМ_59 Ленинградская область, г.Кириши, пр-кт Ленин",,-,-,3639,319.2290849134377,64.54542421407479,122.3317755685841,93.43859989132945,4634.0,8483.117999999999,0.35327882237546393,0.6467211776245361,65% / 35%,212730.77000000014,159168.05,594623.1500000001,3009.29,969531.2600000002,0.014920507289915726,169413.97000000003,127984.79999999999,412370.6099999998,1557.73,711327.1099999999,1183.53,0.005563511099029065,495.56,0.0031134389093791124,1126.68,0.0018947799122856213,0.002893944853309835,0.20032343743387,0.30650091574806715,0.26482136326372846,43316.800000000105,182252.54000000033,256752.59000000043,393911.35000000003,0.40490754985269,215103.69759651163,54060.93,351247.37,620411.9975965116,-72743.64,941579.7075965116,-684827.1175965111,Февраль 26,31183.25,,0.48235962635704765,1451.56,
Ком.здание,1.0,223.0,190.0,тип 2,76,9:00-21:00,2025-10-10 00:00:00,"ФМ_60 г. Великие Луки, ул Вокзальная, д. 26",перенос,4883,0.5519148064714315,2695,339.4496623376623,84.27436232395593,211.0200012058825,147.6471817649192,4346.0,7102.378999999999,0.37961706194387873,0.6203829380561213,62% / 38%,173838.59,100188.63999999998,476631.9800000006,5040.29,755699.5000000007,0.011629764159162517,143300.30999999988,99196.48,300197.35,3471.42,546165.5599999999,335.6999999999989,0.0019311017191292158,16101.42,0.16071103470413414,0.0,0.0,0.02175086790450435,0.11506316361333911,0.37016951737061454,0.27519545798296885,30538.280000000115,176434.63000000064,207965.07000000076,399633.76,0.5255887836413343,256994.49779651163,99368.13,350537.6,706900.2277965116,4317.47,1110851.4577965117,-902886.387796511,Февраль 26,992.1599999999889,,0.3112658200222606,1568.87,
Жилой дом,1.0,147.5,123.3,??,??,9:00-21:00,2025-12-07 00:00:00,"ФМ_61 г.Владимир, ул Егорова, д.8б",,20417,0.2999951021207817,6125,251.9927510204081,45.8207584658264,73.61679762995918,59.71877804789279,6376.0,11472.010000000002,0.3572387061638804,0.6427612938361196,64% / 36%,288108.0600000003,127713.23999999999,857936.5100000008,5115.050000000001,1278872.860000001,0.01968108983974935,198178.79999999993,100353.48999999999,492884.9399999994,2428.29,793845.5199999993,375.1800000000003,0.0013022197296389414,10788.18,0.08447189970280294,2577.27,0.0030040334802863182,0.01074432840806395,0.28206590186698055,0.42549951627539556,0.37716069758490406,89929.26000000036,365051.5700000014,482340.58000000176,256757.09,0.20009852134899916,158066.11044999992,23936.5,344481.85,526484.4604499999,5520.19,788761.7404499998,-306421.16044999805,Февраль 26,27359.75,,0.5252656376770511,2686.760000000001,
Жилой дом,1.0,218.9,185.5,тип 1,86,8:00-20:00,2025-11-20 00:00:00,"ФМ_62 г.Ярославль, ул Балтийская, д. 27, Ярославск",,10694,0.3639423976061343,3892,254.134717368962,101.8163143504126,119.1735163566108,110.4949153535117,4636.0,7325.0,0.3875930106178413,0.6124069893821587,61% / 39%,225570.6399999999,82051.08000000002,507536.8200000007,3637.700000000001,818796.2400000006,0.012600785319573492,162225.77000000008,62840.05000000001,382681.9500000004,594.53,608342.3000000005,2531.3199999999997,0.011221850503239254,15114.71,0.1842109817445425,2903.64,0.0057210430565411904,0.025097416177680524,0.2683682413582495,0.24600160043561,0.25331182517398954,63344.86999999982,124854.87000000029,207410.7700000001,324823.17000000004,0.39462812153878396,181263.88830000002,56327.97,281296.69,518888.5483,19081.8,862793.5183000001,-655382.7483,Февраль 26,19211.030000000006,,0.836564312615114,3043.170000000001,
